diagnostics_Mask-original_VoxelNum,original_firstorder_Minimum,original_glcm_Autocorrelation,original_glszm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_Maximum,log-sigma-1-0-mm-3D_firstorder_Skewness,log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_firstorder_Kurtosis,wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,ID
-0.47767071998052296,0.664260142607812,-0.920457467049676,0.7857760964881666,-0.16680555856137272,-0.4972069946017103,-0.4145881038912776,-0.6538725503115801,-0.7249380465879052,-1.7198100124354547
-0.7798129683436976,0.6478207251774726,0.704917826734006,-0.7292010631796406,-1.3088524133841193,0.8543345038047385,-1.1533629304538435,-0.5815154848967752,1.5462608070328954,-1.6952412979720912
0.2273464055390366,-0.1673267176869156,0.9566415595010774,-0.5803668861851787,0.03423421285927955,1.1323717944032083,-0.2673919628810317,1.0133627566295962,-0.5038381607186444,-1.6706725835087275
0.15183170770441384,-0.02624513086226644,-0.1286005532784801,-0.30567012965695367,-0.07591634826058619,0.6094296934460912,-0.3476432147822926,-0.5901115635592764,2.2465733791821267,-1.646103869045364
-0.15783558238440662,0.2653115281390945,-0.6948694058499789,0.2556865602610647,0.6963081512513953,-0.4367588814356685,0.2906843102345701,-0.2000805958730878,-0.2791530476253107,-1.6215351545820003
1.241168431892352,0.47912192865543435,-0.8288839647145457,1.0645424740078004,-1.260673623898484,-1.4761965418985161,1.6428209197069552,1.8269989028682343,1.6841153941423974,-1.5969664401186365
1.4145782196809396,-0.22227788959568456,0.2623064942138315,-0.34373599061016535,1.020738440412627,-0.15468689625695248,-0.06630389068542518,-0.693622966374537,-0.7352982480168146,-1.572397725655273
-0.552323028560081,-0.15391263861692558,0.4146017466048364,-0.4404449139878795,1.5856966253696183,0.0926800035499033,-0.29845937639541226,-0.2503980433813755,2.103502326725517,-1.5478290111919093
-0.7754871125642598,0.8541409903408002,1.4228769271713575,-1.395762151425488,1.4815977424734488,0.6063014571708876,-0.7549192492181058,-0.5318214799767078,-0.8505969962161156,-1.5232602967285458
-0.695201454818553,-0.8313523494726479,0.31839331905903473,-1.155432056583285,1.3639165556776136,0.6599002390320633,-0.4672196789318522,-0.6005698272402717,-0.7117785351812482,-1.498691582265182
2.665918938284028,0.15136421101468647,-0.7408189692090134,1.2366892761008101,-0.9825606669840574,-1.8961944135249726,-0.07191337029679752,0.809373497370952,0.9085965220647855,-1.4741228678018183
-0.6880797887122118,-0.5418666761446616,0.34607048743264074,-0.3594204934132126,0.14582553710550827,-0.581604922323732,-0.3329735137339225,-0.7016919428421345,-0.7727649967819447,-1.4495541533384548
-0.3123840825944809,-1.7635676504859519,1.6629338722201792,-0.7379516762039642,0.5632191454045706,1.052133384041159,-0.26107498668483875,-0.3044004918126726,0.8833946056778521,-1.424985438875091
0.2737763302713945,0.07235968683729034,-0.5031141147973119,-0.05302795728557764,0.3583024019190729,-0.11481407728552155,-0.3309007792318151,-0.22449976804114866,-0.3198652568257639,-1.4004167244117276
-0.2513630880465918,-0.5729945675119246,0.6209002114962633,-0.7716735929888253,0.20228601480361727,-0.14865898776531503,-0.2212997340386291,-0.6566086877446703,-0.20279914401745683,-1.3758480099483639
-0.6165710280624059,-0.907906822472214,-0.0033100074440571164,0.6099960209375801,-0.11852722452904269,-2.4730148436427086,0.0694518594212665,-0.8023688599082279,-0.9808268518326917,-1.3512792954850001
0.49122360808474086,-0.3278900874737399,-0.44214320923310374,0.2632375528199895,-0.07159063546393644,-0.06948805103124835,-0.06908893755885905,-0.2510558581790933,0.07401809159696292,-1.3267105810216366
-0.7736649675253328,-0.009511227771663612,-0.9236052037488351,0.2699871617923169,-1.2337963225693724,-0.0440726093974802,-1.0802761933148148,-0.6917704327810471,-0.20837563931878636,-1.302141866558273
-0.6296459619295169,1.3386510344383742,-0.5218469146199756,-0.24367075571453492,0.25330103463389075,0.35850491872359413,-0.3661756836287699,-0.3883858506086335,-0.2631151908751355,-1.2775731520949094
-0.7863226162690252,1.519569619703749,0.4433827859598844,-0.740326151697751,-0.5905180097228336,0.4159108308408663,-0.6045013300742907,-0.7641587404081052,-0.6872486654150863,-1.2530044376315457
-0.634444740848829,-0.3460116484810778,-0.21743325256842969,-0.5329199642094211,-0.41608310904599577,-0.03592454542232136,-0.2813274672915232,-0.4824690342414146,-0.7719672381714179,-1.228435723168182
0.8417013832438842,-1.984622063647815,2.0549984913343518,-0.07697364751586543,2.513222526855549,1.6045693870139977,0.3544143698750183,1.3882325776940423,1.120230852732034,-1.2038670087048184
1.856747445959227,-1.4616911339851788,0.6790269105105382,-0.18930759338939787,1.4447496539633904,-0.138632302040879,0.9772781493974323,-0.7261145734194837,-1.0566503623690917,-1.1792982942414547
-0.5442416066698773,0.7795240677178643,-0.9991252253258419,-1.0959700692888523,-0.003972473994276623,-1.0911010258591143,0.709899766150196,3.6951489355767198,0.7593811628525314,-1.1547295797780912
-0.2616839400991411,0.11857722125849453,0.7290253362677566,-0.5342629646590454,-0.17945246107339916,0.9723556266674229,-0.4906643566277746,-0.05716002519648491,1.1557647202018422,-1.1301608653147275
0.950042510787424,-0.7407899279736975,0.14546201094353775,-0.2556482943666489,0.7975247153795422,-0.27769213801893644,-0.05234590654698082,-0.5741461155320224,-0.7490025113790784,-1.1055921508513638
-0.6121338962500567,-0.647842172580251,1.4039332001699831,-0.8644943860143878,0.5665494120439285,0.8298757727279323,-0.523894177617795,0.060850083154190736,-1.0163625315888491,-1.0810234363880002
-0.7115173031442138,0.8497261320838528,-0.03088029476746826,-0.18761512991290144,-0.2718132459489505,1.3499631261024951,-1.0510785009758226,-0.6647404859793211,1.6723328513436844,-1.0564547219246365
-0.7919142369228322,0.4419465428856174,-0.9486730674318817,0.31295110708522683,-1.4668756249259163,0.3369106530798429,-0.9556879596542305,-0.5886463853458579,-1.1112722301182012,-1.0318860074612728
1.9886373639676804,-0.9841945806485377,0.8835512332247956,0.6531383638937718,0.6340045628507122,-0.9864728962085816,0.23874140962557022,-0.45672790103940625,-0.2216538595815228,-1.0073172929979093
-0.736276220467041,0.9271772422669261,-1.1537480308086587,2.3089450354719774,-1.6478931089959483,0.6737549505411391,-0.34924492053795436,-0.6055084076159263,-0.8815874782088182,-0.9827485785345457
0.2033803299507045,-0.7470273889826136,0.3533675533183885,-0.2595403396044768,0.35891468004648264,-1.6601192098816286,0.7894142923684639,2.427303922003434,-0.06216085227374937,-0.9581798640711819
-0.5300678219777645,-1.0152780234086096,0.1502274553638641,0.1124277644574177,-1.2777734351510595,-0.5357758468083698,-0.3591497249201717,-0.00022329466210201375,0.9008584037693581,-0.9336111496078183
-0.7424103117812919,0.5691569545960175,-0.6783810767046956,0.036359610777520944,-0.3321383185283052,0.5754822316939469,-0.9201512048923395,-0.5406267337767134,-0.32803024646018136,-0.9090424351444547
