ID,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,original_shape_Elongation,original_shape_Sphericity,original_shape_SurfaceVolumeRatio,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Minimum,original_glcm_Autocorrelation,original_glcm_ClusterShade,original_glrlm_LowGrayLevelRunEmphasis,original_glszm_GrayLevelNonUniformityNormalized,log-sigma-1-0-mm-3D_firstorder_90Percentile,log-sigma-1-0-mm-3D_firstorder_Minimum,log-sigma-1-0-mm-3D_glcm_Correlation,log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,log-sigma-2-0-mm-3D_glcm_ClusterShade,log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,log-sigma-2-0-mm-3D_gldm_DependenceVariance,log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,log-sigma-4-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,wavelet-LLH_firstorder_Kurtosis,wavelet-LLH_firstorder_Skewness,wavelet-LLH_glcm_ClusterShade,wavelet-LLH_ngtdm_Busyness,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Skewness,wavelet-LHL_glcm_ClusterShade,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LHH_firstorder_Kurtosis,wavelet-LHH_firstorder_Skewness,wavelet-LHH_glcm_ClusterShade,wavelet-LHH_glrlm_RunEntropy,wavelet-LHH_gldm_DependenceNonUniformityNormalized,wavelet-HLL_firstorder_Skewness,wavelet-HLL_glcm_ClusterShade,wavelet-HLL_glcm_MCC,wavelet-HLH_firstorder_Skewness,wavelet-HHL_firstorder_Kurtosis,wavelet-HHL_firstorder_Mean,wavelet-HHL_firstorder_Skewness,wavelet-HHL_glcm_Idmn,wavelet-HHL_gldm_DependenceVariance,wavelet-HHH_firstorder_Median,wavelet-HHH_firstorder_Skewness,wavelet-HHH_glcm_ClusterShade,wavelet-LLL_glcm_InverseVariance,event,time
36,0.3321720402857312,-0.030167874402167682,0.18654631351130357,0.7786072734432592,-0.269213645499021,1.309754025869728,0.18793860926241576,-0.8196395171524796,0.5269637802743542,-0.49602770836604915,0.5453533247140183,-1.0071605602515443,0.5409306336065605,-0.895045286641805,0.24335292027252525,0.4926893858774901,0.49032551717838313,-0.45705381877577644,-0.23678820820919969,-0.3894174379814678,0.9040278836417105,-0.33380958115755976,-0.21178401843435177,-0.12729574444469632,0.010614950821125794,-0.3955823871889701,-0.3523058711839199,-0.14565777061356128,-0.12282581741689266,0.2433381912436362,-0.7754750784805038,0.12287308722647619,-0.3623924758997798,-0.801658397510133,0.290060092577223,-0.20522413633525957,0.44843236029021954,-0.38622231618251424,-0.032803515865686965,0.46630781528532184,0.7445333167585335,1.2229045519440171,1.008188142383711,-0.34149999900968286,-0.8774990905394618,-0.08785471753401368,-0.5129383630680819,-0.07528630817386706,1.5130624859449429,0.11072240081236122,-0.001553148180147564,-0.09375927390114264,-0.01313754505598813,0.6452457954520274,-0.890100897573755,-0.24017955517496467,-0.21323292411164588,0.08899274920126195,-0.15727441172850445,0,149
24,0.524264991199874,-0.8625668943144152,-0.7210244439428244,-0.5532941603116199,-0.5244294835537157,0.47148143749136,0.7779445062779625,-0.40382680860683334,0.5665503387870429,-0.22066743663046073,0.7270484262577334,1.2020945988101386,0.9492724778088434,-1.1829068224418517,0.43019880677759414,0.4378978414702087,-1.1690069909674667,0.14098840059270396,-0.18675422773718675,0.1438112304995532,0.7191060292520426,-0.667494107503046,-0.1836942689198271,-0.15326996977840054,-0.31273949892750613,0.1969415928163524,-0.16156511734257362,2.199481753306434,-0.049674773211820934,4.181766236135066,2.1221925841835056,0.15503894966208304,2.4591274660349463,-0.4801491139004728,0.28363825155194866,-0.31605809049294803,0.2440651250269438,-0.11957089692963957,-0.3587337200545523,0.5419380685414368,1.6296578800448756,3.6362598990943242,-3.567500234090227,-0.37034713451625473,-1.1509900496436958,-0.6354283125550334,-1.054052845470615,-1.1841151630449995,2.635931198339582,-0.8262887692507136,-0.010102846824962522,-0.1399754217055176,0.9243507195217165,0.6365187292102134,0.6738439061479018,-0.22708079452928,1.9109252272174406,0.09068302214790529,0.04915279541119937,0,145
15,-0.05561637346211889,-0.8266876262147494,1.5009591346517648,-0.23129130604906759,0.43262990915138927,-0.28663829041054334,-0.6260110652359088,-0.19767702016057742,-0.45582402193307703,-0.07703140170525616,-0.4804435702446001,0.20946175695678584,-0.7242602046408269,0.8894120369843168,0.014530513725939938,-0.9375883891110431,-0.7860127292901109,0.47233829249265064,-0.36223915981360677,-0.08517118121644934,-0.18262083114496586,-0.5046927814593358,-0.3958531985195242,-0.7267510484929539,0.2577454362956215,-0.5626396523497527,1.0795499597991696,0.13709479755529733,-0.15347957510843227,0.2969628814431591,0.16886188487904835,-0.9321452708435498,-0.31651676400099504,-0.04763301166503279,-1.2537428652551283,-0.3244344689545293,-0.27946009228333435,0.25712206087364675,-0.044819072162118556,0.5889060903759789,0.40970877449567084,-0.6155905831875798,-0.19215601433799911,-0.11916810106205675,0.21591449772553375,0.44477042141443707,0.31454496880753546,-0.5081427013357113,-0.30046905670010005,0.17487621085215463,-0.43688707908904895,-0.4146973686583038,-0.3594406058705626,0.35549578743448884,0.44553391406721654,-0.2579974132251486,-0.13734333568152118,-0.002004791703914659,1.2044474982250462,1,142
4,-0.1137644800068227,0.9170448034290106,-0.48548430180863145,0.21199786266809642,-0.30111562525585783,0.8943227249162181,0.8485490534166398,-0.8360094775503741,-0.35657017441492467,-0.13231034994667185,-0.28582165285983446,-0.6254571725754589,-0.047742315365946184,-0.06934116148872763,-0.38144609977237226,0.3114587869660722,-0.23566246259629964,0.1121971291312857,0.5620499762681941,0.3570470067020586,-0.30496551709822023,-0.47919853435609544,-0.021861876433823174,-0.8590935700492134,-0.5509537203056514,-0.5090078691250044,0.20249392607310593,-1.0102167484597717,-0.318766846729007,-1.0345638665122456,-0.5357796166386298,-0.8840695187605644,-0.18384994859241874,0.029329249123949692,-0.04556747081336581,-0.31960042228788366,-0.2530094979403006,0.5715926481104133,0.10996336199507302,-1.0911984117096336,-0.8909688410236081,-0.5506200922313693,-0.3914186022651184,-0.3194287928857604,-1.149241438695502,1.650174865397217,0.2717960317544565,0.1584564965378975,-0.23130597869657255,-0.059761477908652605,-0.18404566161573027,-0.23474205040916893,-0.5806484085121396,-0.7811407470554754,-1.541092362813586,-0.14318894456405115,-0.16173266903805442,0.02862609212657206,-0.2924950123623757,0,213
58,-0.28542442788855377,-1.2931181115104053,1.5981400324553827,-0.5398060088365263,1.1982774233154732,0.3470849474688451,-1.4864912077093149,0.9174729796593518,-1.017061829986651,0.015197463589154624,-0.7823442729661548,0.3028157660595493,-0.5256498892515313,0.1436242012677782,0.037733454073631816,-0.5160647130981398,-0.8945777614159469,0.8446901153063354,-0.9852398880311419,-0.05406906715140895,-0.37157349112339283,-0.47219068109379375,0.20567562170990403,-0.6288724784081801,0.21142894373881632,-0.6495486749554241,1.1902047505832511,0.1360405442124753,-0.23707448528172406,0.2783269959084725,-0.023480929869879583,0.00319183750579423,-0.37544667085646766,0.4181828509092527,-0.22455007490710824,-0.3253997113022783,-0.426141237861631,0.2931621063465213,0.028786267044370668,-0.48322529281441373,0.14109819228093806,-0.5998038224265205,-0.3441442996927089,-0.012570771114483636,1.2734655534258155,-0.6854426714902515,0.30215474786984164,-0.3078435226710324,-0.8705628517831401,0.1406741821544074,-0.4044089536808403,-0.37484879890944744,-0.2014614660099058,0.25078285302370007,-0.9080476235234145,1.2820827118807543,0.055802810097323775,1.371399516389214,0.25579208635745304,0,623
68,0.469757723983225,-0.0014644599224350077,1.1188240788816055,1.064611138394734,1.772513058938536,0.11521723438863822,-0.9291659792269541,-0.5320620558893709,-0.13025457969268037,-0.7468812405156546,0.20076649762966436,-1.0079997680522692,-0.11111081138965702,-0.7616878658524492,0.18711536592874195,-0.006373012797728993,0.1401345478839142,-0.2862568131175243,-0.18962243589094654,-0.2721991030527943,-0.07205055554686748,-0.4734389428947826,-0.17860063636159793,-0.08395471382569267,-0.667607939046121,0.18721369554851397,0.7080369470834498,-0.43052986872499066,0.08860868705393041,-0.4861480370136804,0.12257013534768975,-0.44614913995802186,0.37104023185728946,-0.1903389379915906,-0.026127606207248147,-0.3189607329291079,0.06679074763269015,0.3838426617985289,0.028391291875319635,1.4193716676679997,0.44914130105826783,-0.2231417051283336,-0.08988241424277962,-0.2577168394904953,-0.7336714349779756,1.9010407231690738,0.08656092030861472,-0.06030701886984172,0.46278009277245175,-0.3462987167176637,-0.08364664315095591,-0.19408208780548916,-0.38670866425860806,0.693469400767756,-0.0670775331687399,-0.01573744330987732,-0.015009537250454785,0.058160240393307604,-0.31068981511765015,0,503
121,-0.10511458876891644,0.7161209020708819,-1.0537454838806353,0.5845889313066235,-0.5563314633105525,-1.8995965581047822,-0.16979846432259674,-0.6949967399293943,0.5821640272393757,-0.0856118485845517,0.3441116751868707,-0.8908096177111342,0.1334843871533101,0.01774433088445485,-0.10049744999050411,-0.029721063105155595,-0.31066616847053713,-0.33476922011321,1.155122115284821,0.2887759143382722,-0.16643404068435813,0.006640558020830015,0.13908569116850075,-0.2634312332076951,0.1309467259195355,-0.4303417086462714,-0.22084701467365736,-0.35921734974854724,-0.6248845870824504,0.030366293112967048,-0.8598166673833991,0.1678326138946414,-0.2841425202361438,0.36289375008540325,0.2838841434009023,1.1091201104429242,0.19861255318950818,-0.09327136247820282,0.07810026566348335,-0.21325017618333092,-0.38358038504043984,0.4841104601566199,0.07614323760235976,-0.3369153684874284,0.32867796005852407,-0.7197503487594676,0.08386782093909935,0.13393728241394826,0.04455910362148506,-0.9836255933436777,-0.15519926097666945,-0.375952831294024,-0.6045309825301292,-0.7768528545713029,-1.0972361441573495,-0.23438355460242344,0.2297932658823533,0.09085965692971547,-0.7389219127287305,0,152
52,0.6127605484599805,-0.51095006693769,0.9261094171354477,0.8794319703540213,2.7933764111573147,-0.7639202030921197,-2.1042163369211133,0.42871808603795486,-1.2281462053229513,-0.6683552734134303,-0.5485670862459612,-0.7836350066230774,-0.3390842647468311,-0.3455268397147261,0.06960975977854658,-0.23621588605784036,-0.19735412497041793,-0.0010463229855467043,-0.5169389090479725,-0.07680768718327989,-0.2847218505221757,-0.9763314735294876,-0.03616150181867532,-0.7170659453320035,-0.2206574460438302,-0.5599368702799465,1.0685655732949064,-1.0600681216168897,-0.42742447427959557,-1.20908396496311,-0.4860526962660311,-1.056961743684762,-0.33451041172297896,0.45815858751758803,0.0034751549819277672,-0.32287489996826263,-0.22411136961600062,0.566989537922976,0.2663972573768312,-0.11948530107857065,0.09588241378021528,-0.48256038151628583,-0.6693337457422542,-0.298219536829483,0.5382682827170533,-0.3796577904781116,0.5030425470288554,0.08877215752168349,-0.23649566415877302,0.6601912076464699,-0.3105172000629785,0.04960379096230033,-0.35809812298359284,0.5853849373954625,1.1180074241124425,-0.14689486473939337,0.04402713676005746,-0.13493926608555018,0.1553041312088033,1,505
32,0.6291578716321918,-1.020435673952945,-0.04734669476181105,0.26867256716548527,-0.30111562525585783,0.6249640109994395,0.5322230337734563,-0.7891541012495298,0.8010602238456728,-0.7312651040227085,2.6319252578812473,-0.5723911009912905,-0.9395989108842198,0.5471871802457718,0.2879616649669547,-0.99790399795574,-0.18118317104489404,-0.4524629183702503,0.11593963603614037,-0.5325617838393122,0.7961039057384998,0.09915686854007576,-0.1802243676430327,-0.1770153152824717,0.5093279415739753,-0.44817491465865283,-0.4059421704778615,-0.3938190567038857,-0.4586401990105002,-0.20561150274825502,-0.6857732653351232,-0.18788027190227943,0.15982391614437094,-1.1009161445080964,0.19388518456085518,0.46914833741916684,1.3467062988551581,0.5008315422559766,0.019364391329871476,0.9444558036116124,3.1316567499191224,2.3975219224113244,-2.054880980237448,-0.32897504540573547,-1.329556424403084,0.23155382635960645,-0.6560521537700245,-0.14785952232157312,0.285884878770506,-0.107936988609886,1.4517845226103718,-0.2899577769253344,1.1162025974185728,0.9102078213816962,-0.5329927749018981,-0.23813938264480047,-1.2865341474462189,0.12148513126701492,-2.6654536531655704,0,205
25,-0.8357213998270325,1.0103309004881418,-1.117983704462688,-0.24263848109954317,-0.6839393823378997,-1.6592307627118925,0.43346352932432436,-0.5753161176745615,0.8522517908681082,0.6852180301979455,-0.15459577981024886,-0.49594966846763955,0.13145295244637745,1.0277245161944804,-0.6286500241121393,-0.5819642605512335,-0.5056306897657992,-0.31185106936926066,0.8701702135608719,1.014863160361686,-0.4434600127271019,-0.6596428462591551,-0.025904193458665112,-0.7638848499606226,-0.4203769086283969,-0.5196274463015896,0.39535578017250744,-0.77961168810394,-0.8063747760023842,-0.4363573929583951,-0.9172477817495843,-1.0267040000618322,-0.31715021617201045,-0.28775345376219696,0.27621087818960555,-0.28115600272597246,-0.16864781131125847,-0.22691868096507137,0.047957325369751745,-0.2436971708017319,-0.960519094035107,-0.029903992686673115,0.12611499168038418,-0.3564399861240378,0.5420166098287377,-0.7550665916587626,0.5042295981819078,0.21789825006223873,-0.05486488293036829,-0.3769081446776186,-0.042956980510685416,-0.11533346648858381,0.08650198685778429,-0.7275387217189212,-0.5139858960854441,-0.22086222944041736,-0.4276845783496266,-0.014568394362653038,-1.5632845277891083,1,157
