iter	Logloss
137	0.4955499255
138	0.4945205597
139	0.4932810725
140	0.492100865
141	0.4910681391
142	0.4900411628
143	0.489048295
144	0.4878459211
145	0.4869799671
146	0.4864607178
147	0.4853369586
148	0.4843257715
149	0.4832362982
150	0.4819389182
151	0.4806674892
152	0.4797816571
153	0.4788028858
154	0.4778106952
155	0.4767328625
156	0.4757572801
157	0.4743761556
158	0.4731830283
159	0.4718771083
160	0.4709727609
161	0.4699551648
162	0.468891601
163	0.4678651426
164	0.4667599899
165	0.4657632829
166	0.4648329306
167	0.4634734102
168	0.4628634615
169	0.4616180489
170	0.4609386366
171	0.4599834741
172	0.4592031071
173	0.45832735
174	0.4570775451
175	0.4561516197
176	0.4551563044
177	0.4540954327
178	0.4532340444
179	0.4524156568
180	0.4517052355
181	0.4505789152
182	0.4498235651
183	0.4484757619
184	0.4476088346
185	0.4467187969
186	0.4452935359
187	0.4443618617
188	0.4436500676
189	0.4432206867
190	0.4427128144
191	0.4418705015
192	0.4412953665
193	0.4402678496
194	0.4397506216
195	0.4387403097
196	0.4381214324
197	0.4370492882
198	0.43626837
199	0.4353294682
200	0.4341841427
201	0.4332811742
202	0.4320273965
203	0.4316369065
204	0.4306518021
205	0.4296394266
206	0.4289238411
207	0.4279721247
208	0.4267610372
209	0.4260006804
210	0.424798635
211	0.4240767869
212	0.423175751
213	0.4226086747
214	0.4213982662
215	0.4207450246
216	0.4197832184
217	0.4189700945
218	0.4180222821
219	0.4170473931
220	0.416565866
221	0.41577521
222	0.4148603074
223	0.4139217738
224	0.413238442
225	0.4123833251
226	0.4114396859
227	0.4105131966
228	0.4100563673
229	0.4090772973
230	0.4083680035
231	0.4073722904
232	0.4067784557
233	0.4062823455
234	0.4054863493
235	0.4048161788
236	0.4039371248
237	0.4032900694
238	0.4024091776
239	0.4017333264
240	0.4007270129
241	0.4003207091
242	0.399481826
243	0.398869155
244	0.3979249855
245	0.397158943
246	0.3963370461
247	0.3956946229
248	0.3947138249
249	0.3938412812
250	0.3931416264
251	0.3924800921
252	0.3916125226
253	0.3904996371
254	0.3895939326
255	0.3887424714
256	0.3879341832
257	0.3872107058
258	0.3864650389
259	0.3859325164
260	0.3852313248
261	0.38462472
262	0.3839644637
263	0.3832536442
264	0.3827314303
265	0.3819718434
266	0.3814975482
267	0.3806086258
268	0.3801289959
269	0.379323495
270	0.3788577394
271	0.378121927
272	0.3776566407
273	0.376888479
274	0.3761468024
275	0.3752633952
276	0.374640965
277	0.3741912489
278	0.3736648377
279	0.3731684221
280	0.3725159966
281	0.3717184702
282	0.3711553742
283	0.3702855827
284	0.3697394876
285	0.3689682453
286	0.3683357927
287	0.3674193336
288	0.3668672639
289	0.3661623475
290	0.3654776874
291	0.3650618367
292	0.3644007442
293	0.3635881581
294	0.3629251783
295	0.3622773039
296	0.3615884998
297	0.3611076431
298	0.3602701584
299	0.3596053174
300	0.3589245302
301	0.3584158634
302	0.3579051742
303	0.3573886392
304	0.3566038918
305	0.355883283
306	0.3552966335
307	0.3545623346
308	0.354174258
309	0.3536792582
310	0.3530085802
311	0.3523354632
312	0.3515722893
313	0.3511454035
314	0.3505429307
315	0.3500912503
316	0.3494955139
317	0.3487825865
318	0.3483691168
319	0.3477685027
320	0.3472043219
321	0.3467831359
322	0.3460676598
323	0.3454428592
324	0.3446946021
325	0.3440564039
326	0.3432613875
327	0.3426060822
328	0.3420080284
329	0.3415483272
330	0.341129519
331	0.3407820446
332	0.3401817136
333	0.339543369
334	0.3390384531
335	0.3385449522
336	0.3379244067
337	0.3374779728
338	0.3369348906
339	0.3363051541
340	0.3358715714
341	0.3354359529
342	0.3347957849
343	0.3344025746
344	0.3338114189
345	0.3331596495
346	0.332669516
347	0.3319982402
348	0.3312649014
349	0.3305716166
350	0.3299002491
351	0.3292244565
352	0.3286728983
353	0.3281696292
354	0.3276848346
355	0.3272090407
356	0.326480575
357	0.3258192739
358	0.3252947236
359	0.3246320141
360	0.3240401643
361	0.3234226043
362	0.3227996407
363	0.3221888727
364	0.321434362
365	0.320812878
366	0.3201761451
367	0.3197555453
368	0.3191897083
369	0.3186829969
370	0.3180936352
371	0.3174630837
372	0.3170312224
373	0.3164131879
374	0.3159997903
375	0.31553463
376	0.3149603986
377	0.3144045599
378	0.3140797321
379	0.3135190938
380	0.3128953091
381	0.3125163058
382	0.3117811712
383	0.3111358357
384	0.3105197975
385	0.3099875858
386	0.3096564399
387	0.309042695
388	0.3087246852
389	0.308151678
390	0.3075859024
391	0.3069754967
392	0.306556657
393	0.3058915515
394	0.3054243343
395	0.3049365844
396	0.3045223931
397	0.3037471609
398	0.3031900055
399	0.3026573711
400	0.302118563
401	0.3017481537
402	0.3011824596
403	0.3007287743
404	0.3002759373
405	0.2997494146
406	0.299258682
407	0.2988225491
408	0.2983499266
409	0.2979185651
410	0.2974340146
411	0.2970540352
412	0.2966106998
413	0.2960016205
414	0.2953762735
415	0.2947663414
416	0.2945016917
417	0.2940744831
418	0.2934215708
419	0.2929069409
420	0.2924538275
421	0.292020777
422	0.2915408519
423	0.2911141013
424	0.2907522749
425	0.2904086417
426	0.2899851177
427	0.2896463584
428	0.2891230781
429	0.288529645
430	0.2878777975
431	0.2872700146
432	0.2868972783
433	0.2864541038
434	0.2859812692
435	0.2856021258
436	0.2853555057
437	0.2848485331
438	0.2843325478
439	0.2840486614
440	0.2835250514
441	0.2830433463
442	0.28276778
443	0.2821082073
444	0.2816432366
445	0.2811325349
446	0.2806754433
447	0.2803121115
448	0.279946305
449	0.2795229303
450	0.2791212001
451	0.2787096091
452	0.2784715012
453	0.2780525309
454	0.2777735157
455	0.2774667708
456	0.2770685493
457	0.2765457383
458	0.2760940483
459	0.2756455765
460	0.275391334
461	0.2750383551
462	0.2743709799
463	0.2739785959
464	0.2736896902
465	0.2732329068
466	0.2728534747
467	0.2724787963
468	0.2720125502
469	0.2717192879
470	0.2712042197
471	0.2707171153
472	0.2701537165
473	0.2698251015
474	0.2693692284
475	0.2688887682
476	0.268631896
477	0.2681142775
478	0.2677826725
479	0.2675472489
480	0.2672711765
481	0.266960701
482	0.2665561939
483	0.2662307862
484	0.2656909755
485	0.2652536128
486	0.2648179032
487	0.2644893168
488	0.2642019326
489	0.2637593554
490	0.2633941104
491	0.263067959
492	0.2626398649
493	0.2621816681
494	0.2619258392
495	0.2617222048
496	0.2613385022
497	0.2608088825
498	0.2604006122
499	0.2599123061
500	0.2597093801
501	0.2593700869
502	0.2590549716
503	0.2587344462
504	0.2584570285
505	0.2580382625
506	0.2577152021
507	0.2573260023
508	0.2569194187
509	0.2565758109
510	0.2562084599
511	0.2558585084
512	0.2554836178
513	0.2552097429
514	0.2549189954
515	0.2545027101
516	0.2541631484
517	0.2536911119
518	0.2531740274
519	0.2528452655
520	0.2523890856
521	0.2518638125
522	0.2515450416
523	0.2512241748
524	0.250799463
525	0.2503181122
526	0.2499650329
527	0.2495352194
528	0.2493039802
529	0.2488427294
530	0.2485028034
531	0.248120888
532	0.2479236103
533	0.2474981357
534	0.2472525527
535	0.2469384961
536	0.2466064753
537	0.2462515316
538	0.2458709399
539	0.2454392897
540	0.2451174323
541	0.2448128152
542	0.2442846942
543	0.2439575431
544	0.2436439531
545	0.243206163
546	0.2427813397
547	0.2425085534
548	0.2421857028
549	0.2418404637
550	0.241458411
551	0.2410397102
552	0.2407573684
553	0.2404758887
554	0.2401183473
555	0.2398979941
556	0.2396654007
557	0.2392594131
558	0.238902221
559	0.238458646
560	0.2380236747
561	0.2377954148
562	0.2375409553
563	0.2372152474
564	0.2368526381
565	0.2364688674
566	0.236102021
567	0.2357501483
568	0.2354185734
569	0.2351517025
570	0.2347787783
571	0.2345364054
572	0.2343019948
573	0.234067599
574	0.2337374961
575	0.2334619496
576	0.2331539732
577	0.2327498749
578	0.2323332167
579	0.2320535722
580	0.2318324577
581	0.2314179354
582	0.2311974675
583	0.230961136
584	0.230547374
585	0.2301261167
586	0.2297612661
587	0.2295341644
588	0.2291627978
589	0.2288301072
590	0.2285477193
591	0.2281820756
592	0.227789457
593	0.2274238314
594	0.2271359371
595	0.2267961677
596	0.2265213486
597	0.22624184
598	0.2258849811
599	0.2256035661
600	0.2251577222
601	0.2247904221
602	0.2243474749
603	0.224041345
604	0.2236301465
605	0.2232608655
606	0.2229623782
607	0.2224956028
608	0.2222602678
609	0.2219625753
610	0.2217497355
611	0.2214503491
612	0.2210036878
613	0.2207213848
614	0.220488019
615	0.220096194
616	0.2197097296
617	0.2194380179
618	0.2191651601
619	0.2188746649
620	0.2186157959
621	0.2182680491
622	0.2179918754
623	0.2175769177
624	0.2172912572
625	0.2169805813
626	0.2168138035
627	0.2165376472
628	0.216308495
629	0.2158850959
630	0.2156178161
631	0.2153120982
632	0.2149871618
633	0.2146271069
634	0.2143543664
635	0.2140952106
636	0.2137553364
637	0.2135108267
638	0.2133291801
639	0.212967732
640	0.2126704532
641	0.2122816066
642	0.2120923767
643	0.2118252297
644	0.2115316865
645	0.2111813457
646	0.210953832
647	0.2107195627
648	0.2105389915
649	0.210287263
650	0.2099709514
651	0.2095848434
652	0.2091735559
653	0.2088472035
654	0.208645306
655	0.208299361
656	0.2079941487
657	0.2076062892
658	0.2074409256
659	0.2071681373
660	0.2069183393
661	0.2067044324
662	0.2063820533
663	0.2061562183
664	0.2058580864
665	0.2054645003
666	0.2051520163
667	0.2049278541
668	0.2046940166
669	0.2043470355
670	0.2041278437
671	0.2038068842
672	0.2034838675
673	0.2032268773
674	0.2029632863
675	0.2026328048
676	0.2022712312
677	0.2020586808
678	0.2018091843
679	0.2015697308
680	0.2011466459
681	0.2009459718
682	0.2008070071
683	0.2005031528
684	0.2003016451
685	0.20005811
686	0.1998241038
687	0.1994021511
688	0.1991774798
689	0.198937686
690	0.1986152768
691	0.1983897327
692	0.1981316
693	0.1978753553
694	0.1975965159
695	0.1972112924
696	0.1969783367
697	0.196692625
698	0.1964449851
699	0.1961132207
700	0.1959185239
701	0.1956746749
702	0.1954518362
703	0.195053942
704	0.1948779887
705	0.1945433572
706	0.1943358553
707	0.1940515632
708	0.1939141593
709	0.1936725904
710	0.1935014427
711	0.1931438299
712	0.1929198819
713	0.1926755412
714	0.1924616907
715	0.1921348224
716	0.1917935696
717	0.1915547329
718	0.1912194714
719	0.1909673028
720	0.1907355094
721	0.1905302908
722	0.1902211778
723	0.1899767258
724	0.189824962
725	0.1896388114
726	0.1893700311
727	0.1891114153
728	0.1889581386
729	0.1886878841
730	0.1884755525
731	0.1883545956
732	0.1881572901
733	0.1877796768
734	0.1875447445
735	0.1873333082
736	0.1871094527
737	0.1868452001
738	0.1865778711
739	0.1863608272
740	0.1861080063
741	0.1859060783
742	0.1856729684
743	0.1854563852
744	0.185175372
745	0.1849572057
746	0.1847198504
747	0.1844232592
748	0.1841612393
749	0.1839087394
750	0.1836815501
751	0.1835315571
752	0.1832654607
753	0.1831329572
754	0.1829466148
755	0.1827950584
756	0.182484141
757	0.1823113639
758	0.1821021192
759	0.1817733466
760	0.1815670901
761	0.1813785591
762	0.1810377209
763	0.1809196832
764	0.1806979682
765	0.1804630413
766	0.1802616284
767	0.1801389566
768	0.1798471832
769	0.1796009579
770	0.1794116021
771	0.1792573071
772	0.1790559662
773	0.1788574813
774	0.1785732792
775	0.1782284548
776	0.1779437541
777	0.1777780786
778	0.1775890235
779	0.1772482364
780	0.1770629907
781	0.1769138831
782	0.1766619496
783	0.1765071951
784	0.1763339934
785	0.1760815415
786	0.175860128
787	0.1756693514
788	0.175444338
789	0.1752820694
790	0.1751245271
791	0.1748334267
792	0.1745785955
793	0.1744280986
794	0.1741321625
795	0.1739286065
796	0.1736989153
797	0.1735059915
798	0.17327161
799	0.172965675
800	0.1727469837
801	0.1725330836
802	0.1722176387
803	0.1719559394
804	0.1717209739
805	0.1714333697
806	0.1712624621
807	0.1710428379
808	0.1708408086
809	0.1706118386
810	0.1703818206
811	0.170174392
812	0.1700053663
813	0.1697771803
814	0.1695684925
815	0.169335875
816	0.1690616454
817	0.1688720433
818	0.1686609675
819	0.1683889713
820	0.1682034455
821	0.1679979384
822	0.1678992048
823	0.1675963724
824	0.1674168291
825	0.1672908969
826	0.1670165666
827	0.1669206217
828	0.1666877838
829	0.1665309082
830	0.16634271
831	0.1661202436
832	0.1659296397
833	0.1657625632
834	0.1655639972
835	0.1652925281
836	0.16511518
837	0.1649754487
838	0.1647144245
839	0.1644226715
840	0.164140479
841	0.1639130446
842	0.1636629274
843	0.1635169146
844	0.1633577568
845	0.1631391231
846	0.1629393671
847	0.1627406469
848	0.1625430312
849	0.1623415627
850	0.1621026839
851	0.1619088935
852	0.1617524179
853	0.1616192163
854	0.1614568139
855	0.161352532
856	0.1611876245
857	0.1610075528
858	0.1607780138
859	0.1605529755
860	0.1602893296
861	0.1601557753
862	0.1599622346
863	0.1597643468
864	0.1595863933
865	0.1593537101
866	0.1591654898
867	0.1589209289
868	0.1587158714
869	0.1585674948
870	0.1583402037
871	0.1581748434
872	0.1580514651
873	0.1579353094
874	0.1577232069
875	0.1576084238
876	0.1574701734
877	0.1572854131
878	0.1571469787
879	0.1569595297
880	0.1567571547
881	0.1565576444
882	0.1564564915
883	0.1562311008
884	0.1561098543
885	0.1559089819
886	0.1557036029
887	0.1555189092
888	0.1553519775
889	0.1550895857
890	0.154926563
891	0.1547191679
892	0.1545247345
893	0.1543750926
894	0.1542050483
895	0.1540749657
896	0.1539461044
897	0.1537916332
898	0.1536400834
899	0.1533771564
900	0.1531742976
901	0.1529739059
902	0.1526753503
903	0.1525167838
904	0.1523652826
905	0.1521531475
906	0.1519184287
907	0.151751527
908	0.15157185
909	0.1514431127
910	0.1512606353
911	0.1510755881
912	0.1508898751
913	0.1507477123
914	0.1506737615
915	0.1505372311
916	0.1502837663
917	0.150086763
918	0.1499623364
919	0.1498133949
920	0.1496329907
921	0.1494455595
922	0.1492573134
923	0.1491041803
924	0.1489394416
925	0.148767891
926	0.1486411356
927	0.148542629
928	0.148403067
929	0.1482187315
930	0.1480700512
931	0.1478609577
932	0.1476389127
933	0.1474833149
934	0.1473001488
935	0.1470710834
936	0.1469250985
937	0.1466916621
938	0.1465400705
939	0.1462840397
940	0.14606913
941	0.1459550916
942	0.1457844542
943	0.1455853486
944	0.1453058687
945	0.1450843892
946	0.1450134969
947	0.1448008464
948	0.1446536733
949	0.1444744883
950	0.1443594337
951	0.1442818861
952	0.1441163946
953	0.1439586666
954	0.1437655635
955	0.1435705716
956	0.1434286247
957	0.1432777392
958	0.1430930177
959	0.1429150134
960	0.1427110152
961	0.1425543695
962	0.1424418643
963	0.1423057454
964	0.1421575264
965	0.1420452734
966	0.1418741282
967	0.1416661702
968	0.141493349
969	0.1412829237
970	0.1410029668
971	0.1408964711
972	0.1407342334
973	0.1405438196
974	0.140379442
975	0.1401912091
976	0.1400791116
977	0.1399153148
978	0.139763198
979	0.139565185
980	0.1394296638
981	0.1392062874
982	0.138992702
983	0.1388416319
984	0.1387435757
985	0.1386496319
986	0.1384547645
987	0.1383023847
988	0.1381169178
989	0.1379268135
990	0.1377625277
991	0.137576365
992	0.1373602367
993	0.1372137424
994	0.1370355924
995	0.1368773193
996	0.1367471969
997	0.1366156425
998	0.1364234286
999	0.1363235493
